,Unnamed: 0,plant_id,datetime_utc,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_chill,wind_gust,heat_index,pressure,qpf,uv_index,snow,pop,fctcode,ozone,precip_accumulation,precip_intensity,precip_probability,precip_type,visibility,sunrise,sunset,icon,summary,updated_at,power
92,92,1,2019-10-04 14:30:00,2019-10-04 20:00:00,0.01,28.83,28,1,18.08,31,2.15,,2.43,,1010.19,,0,,,,276.0,,0.01,0.01,rain,16.09,2019-10-04 00:53:23,2019-10-04 12:42:09,clear-night,Clear,2019-10-05 23:32:38,0.23
93,93,1,2019-10-04 15:30:00,2019-10-04 21:00:00,0.0,28.23,27,1,18.13,39,1.85,,2.48,,1010.31,,0,,,,276.1,,0.0,0.0,,16.09,2019-10-04 00:53:23,2019-10-04 12:42:09,clear-night,Clear,2019-10-05 23:32:38,0.14
94,94,1,2019-10-04 16:30:00,2019-10-04 22:00:00,0.0,27.62,27,1,18.41,55,1.7,,2.48,,1010.37,,0,,,,276.3,,0.0,0.0,,16.09,2019-10-04 00:53:23,2019-10-04 12:42:09,clear-night,Clear,2019-10-05 23:32:38,0.12
95,95,1,2019-10-04 17:30:00,2019-10-04 23:00:00,0.0,26.12,26,1,18.5,54,1.56,,2.32,,1010.44,,0,,,,277.3,,0.0,0.0,,16.09,2019-10-04 00:53:23,2019-10-04 12:42:09,clear-night,Clear,2019-10-05 23:32:38,0.09
96,96,1,2019-10-04 18:30:00,2019-10-05 00:00:00,0.0,25.6,25,1,20.14,36,1.37,,2.16,,1010.4,,0,,,,278.1,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,clear-night,Clear,2019-10-06 23:35:05,0.04
97,97,1,2019-10-04 19:30:00,2019-10-05 01:00:00,0.0,24.99,25,1,19.98,19,1.13,,2.11,,1009.76,,0,,,,277.6,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,clear-night,Clear,2019-10-06 23:35:05,0.02
98,98,1,2019-10-04 20:30:00,2019-10-05 02:00:00,0.0,24.34,24,1,19.68,3,0.95,,2.08,,1009.3,,0,,,,277.1,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,clear-night,Clear,2019-10-06 23:35:05,0.0
99,99,1,2019-10-04 21:30:00,2019-10-05 03:00:00,0.03,23.54,23,1,19.3,3,0.94,,2.04,,1009.29,,0,,,,277.0,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,clear-night,Clear,2019-10-06 23:35:05,0.0
100,100,1,2019-10-04 22:30:00,2019-10-05 04:00:00,0.12,22.6,22,1,18.7,13,1.09,,1.99,,1009.88,,0,,,,277.5,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,clear-night,Clear,2019-10-06 23:35:05,0.0
101,101,1,2019-10-04 23:30:00,2019-10-05 05:00:00,0.2,22.64,22,1,18.44,24,1.31,,1.93,,1010.57,,0,,,,278.1,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-night,Partly Cloudy,2019-10-06 23:35:05,0.0
102,102,1,2019-10-05 00:30:00,2019-10-05 06:00:00,0.22,23.57,23,1,18.84,13,1.52,,2.28,,1011.27,,0,,,,278.1,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-night,Partly Cloudy,2019-10-06 23:35:05,0.0
103,103,1,2019-10-05 01:30:00,2019-10-05 07:00:00,0.17,24.11,24,1,19.07,4,1.58,,2.66,,1012.07,,0,,,,278.0,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Partly Cloudy,2019-10-06 23:35:05,4.1
104,104,1,2019-10-05 02:30:00,2019-10-05 08:00:00,0.12,24.56,24,1,18.85,10,1.56,,2.68,,1012.49,,1,,,,278.4,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,clear-day,Clear,2019-10-06 23:35:05,13.41
105,105,1,2019-10-05 03:30:00,2019-10-05 09:00:00,0.17,25.99,26,1,18.55,5,1.71,,2.67,,1012.67,,3,,,,278.4,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Partly Cloudy,2019-10-06 23:35:05,22.93
106,106,1,2019-10-05 04:30:00,2019-10-05 10:00:00,0.31,28.52,28,1,18.16,351,2.09,,2.58,,1012.5,,5,,,,278.1,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Partly Cloudy,2019-10-06 23:35:05,38.55
107,107,1,2019-10-05 05:30:00,2019-10-05 11:00:00,0.47,30.22,30,0,17.68,341,2.56,,2.64,,1012.49,,6,,,,279.4,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Partly Cloudy,2019-10-06 23:35:05,41.11
108,108,1,2019-10-05 06:30:00,2019-10-05 12:00:00,0.61,31.56,31,0,17.21,337,2.91,,2.91,,1012.06,,6,,,,281.1,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Mostly Cloudy,2019-10-06 23:35:05,40.41
109,109,1,2019-10-05 07:30:00,2019-10-05 13:00:00,0.74,32.54,32,0,16.88,333,3.12,,3.28,,1011.08,,5,,,,281.2,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Mostly Cloudy,2019-10-06 23:35:05,35.27
110,110,1,2019-10-05 08:30:00,2019-10-05 14:00:00,0.83,33.36,33,0,16.61,330,3.27,,3.8,,1010.04,,4,,,,281.4,,0.01,0.01,rain,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Mostly Cloudy,2019-10-06 23:35:05,28.35
111,111,1,2019-10-05 09:30:00,2019-10-05 15:00:00,0.86,33.92,34,0,16.23,333,3.35,,4.02,,1009.23,,3,,,,281.4,,0.01,0.01,rain,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Mostly Cloudy,2019-10-06 23:35:05,21.42
112,112,1,2019-10-05 10:30:00,2019-10-05 16:00:00,0.81,34.14,34,0,15.45,341,3.42,,3.86,,1008.77,,2,,,,281.4,,0.01,0.01,rain,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Mostly Cloudy,2019-10-06 23:35:05,13.69
113,113,1,2019-10-05 11:30:00,2019-10-05 17:00:00,0.73,33.15,33,0,16.16,352,2.82,,3.29,,1009.18,,0,,,,280.8,,0.01,0.01,rain,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Mostly Cloudy,2019-10-06 23:35:05,0.0
114,114,1,2019-10-05 12:30:00,2019-10-05 18:00:00,0.6,32.04,32,0,17.29,358,2.06,,2.66,,1009.96,,0,,,,280.5,,0.01,0.01,rain,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-day,Mostly Cloudy,2019-10-06 23:35:05,0.0
115,115,1,2019-10-05 13:30:00,2019-10-05 19:00:00,0.39,30.71,30,0,17.5,352,1.78,,2.28,,1010.27,,0,,,,281.0,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-night,Partly Cloudy,2019-10-06 23:35:05,0.0
116,116,1,2019-10-05 14:30:00,2019-10-05 20:00:00,0.19,29.18,28,1,17.72,347,1.56,,1.98,,1010.6,,0,,,,281.4,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,partly-cloudy-night,Partly Cloudy,2019-10-06 23:35:05,0.0
117,117,1,2019-10-05 15:30:00,2019-10-05 21:00:00,0.1,28.1,27,1,17.95,356,1.63,,2.06,,1010.78,,0,,,,280.9,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,clear-night,Clear,2019-10-06 23:35:05,0.0
118,118,1,2019-10-05 16:30:00,2019-10-05 22:00:00,0.09,26.66,26,1,18.32,19,2.02,,2.59,,1010.89,,0,,,,279.8,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,clear-night,Clear,2019-10-06 23:35:05,0.15
119,119,1,2019-10-05 17:30:00,2019-10-05 23:00:00,0.06,25.9,26,1,18.76,35,2.2,,2.61,,1011.16,,0,,,,279.1,,0.0,0.0,,16.09,2019-10-05 00:53:55,2019-10-05 12:40:58,clear-night,Clear,2019-10-06 23:35:05,0.1
120,120,1,2019-10-05 18:30:00,2019-10-06 00:00:00,0.1,25.16,25,1,19.11,40,2.02,,2.24,,1011.12,,0,,,,278.8,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,clear-night,Clear,2019-10-07 23:32:39,0.17
121,121,1,2019-10-05 19:30:00,2019-10-06 01:00:00,0.25,24.57,24,1,19.16,37,1.72,,2.11,,1011.04,,0,,,,278.1,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,partly-cloudy-night,Partly Cloudy,2019-10-07 23:32:39,0.0
122,122,1,2019-10-05 20:30:00,2019-10-06 02:00:00,0.41,23.87,23,1,19.01,37,1.35,,1.92,,1010.9,,0,,,,277.6,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,partly-cloudy-night,Partly Cloudy,2019-10-07 23:32:39,0.0
123,123,1,2019-10-05 21:30:00,2019-10-06 03:00:00,0.54,23.0,23,1,18.64,62,1.1,,1.79,,1010.72,,0,,,,277.5,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,partly-cloudy-night,Mostly Cloudy,2019-10-07 23:32:39,0.0
124,124,1,2019-10-05 22:30:00,2019-10-06 04:00:00,0.65,22.24,22,1,18.1,107,0.96,,1.69,,1010.55,,0,,,,277.9,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,partly-cloudy-night,Mostly Cloudy,2019-10-07 23:32:39,0.0
125,125,1,2019-10-05 23:30:00,2019-10-06 05:00:00,0.72,22.18,22,1,17.63,148,0.88,,1.64,,1010.51,,0,,,,278.2,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,partly-cloudy-night,Mostly Cloudy,2019-10-07 23:32:39,0.0
126,126,1,2019-10-06 00:30:00,2019-10-06 06:00:00,0.76,23.04,23,1,18.1,87,0.82,,1.17,,1011.13,,0,,,,277.9,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,partly-cloudy-night,Mostly Cloudy,2019-10-07 23:32:39,0.0
127,127,1,2019-10-06 01:30:00,2019-10-06 07:00:00,0.81,24.16,24,1,18.71,82,0.84,,0.84,,1011.85,,0,,,,277.4,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,partly-cloudy-day,Mostly Cloudy,2019-10-07 23:32:39,4.25
128,128,1,2019-10-06 02:30:00,2019-10-06 08:00:00,0.84,25.12,25,1,18.51,239,0.95,,1.04,,1012.34,,1,,,,277.0,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,partly-cloudy-day,Mostly Cloudy,2019-10-07 23:32:39,12.6
129,129,1,2019-10-06 03:30:00,2019-10-06 09:00:00,0.86,27.53,27,1,17.99,223,1.15,,1.47,,1012.58,,2,,,,276.5,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,partly-cloudy-day,Mostly Cloudy,2019-10-07 23:32:39,20.94
130,130,1,2019-10-06 04:30:00,2019-10-06 10:00:00,0.87,29.17,29,1,17.14,83,1.46,,1.99,,1012.54,,4,,,,276.0,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,partly-cloudy-day,Mostly Cloudy,2019-10-07 23:32:39,31.0
131,131,1,2019-10-06 05:30:00,2019-10-06 11:00:00,0.88,30.67,31,0,16.32,359,1.78,,2.33,,1012.34,,5,,,,275.5,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,45.32
132,132,1,2019-10-06 06:30:00,2019-10-06 12:00:00,0.91,31.94,32,0,15.7,318,2.04,,2.36,,1011.76,,5,,,,275.4,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,45.15
133,133,1,2019-10-06 07:30:00,2019-10-06 13:00:00,0.95,32.89,33,0,15.04,311,2.28,,2.36,,1010.71,,5,,,,275.5,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,44.5
134,134,1,2019-10-06 08:30:00,2019-10-06 14:00:00,0.99,33.3,33,0,14.42,315,2.51,,2.51,,1009.72,,4,,,,275.6,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,37.18
135,135,1,2019-10-06 09:30:00,2019-10-06 15:00:00,1.0,33.49,33,0,14.15,317,2.76,,2.76,,1009.1,,3,,,,275.6,,0.01,0.01,rain,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,28.69
136,136,1,2019-10-06 10:30:00,2019-10-06 16:00:00,0.98,33.58,34,0,14.14,319,3.03,,3.03,,1008.87,,2,,,,275.6,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,19.8
137,137,1,2019-10-06 11:30:00,2019-10-06 17:00:00,0.97,33.06,33,0,14.47,323,3.19,,3.19,,1008.58,,0,,,,275.5,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,0.0
138,138,1,2019-10-06 12:30:00,2019-10-06 18:00:00,0.96,31.67,32,0,15.89,341,3.03,,3.03,,1009.22,,0,,,,275.9,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,0.0
139,139,1,2019-10-06 13:30:00,2019-10-06 19:00:00,0.98,30.34,30,0,17.38,7,2.71,,2.72,,1010.84,,0,,,,276.2,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,0.0
140,140,1,2019-10-06 14:30:00,2019-10-06 20:00:00,0.99,28.95,28,1,17.42,19,2.54,,2.87,,1011.49,,0,,,,275.7,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,0.41
141,141,1,2019-10-06 15:30:00,2019-10-06 21:00:00,0.99,28.01,27,1,17.64,23,2.77,,3.97,,1011.75,,0,,,,274.8,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,0.17
142,142,1,2019-10-06 16:30:00,2019-10-06 22:00:00,0.99,27.37,26,1,18.01,16,3.43,,5.88,,1011.56,,0,,,,273.5,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,0.0
143,143,1,2019-10-06 17:30:00,2019-10-06 23:00:00,1.0,26.09,26,1,18.4,7,4.0,,7.51,,1011.16,,0,,,,272.5,,0.0,0.0,,16.09,2019-10-06 00:54:28,2019-10-06 12:39:49,cloudy,Overcast,2019-10-07 23:32:39,0.0
144,144,1,2019-10-06 18:30:00,2019-10-07 00:00:00,0.98,25.08,25,1,15.61,359,4.07,,8.38,,1010.99,,0,,,,271.6,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,cloudy,Overcast,2019-10-08 23:32:40,5.59
145,145,1,2019-10-06 19:30:00,2019-10-07 01:00:00,0.95,24.5,24,1,16.05,353,3.45,,7.15,,1011.3,,0,,,,270.9,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,cloudy,Overcast,2019-10-08 23:32:40,4.4
146,146,1,2019-10-06 20:30:00,2019-10-07 02:00:00,0.91,24.18,24,1,16.36,345,2.6,,4.74,,1011.64,,0,,,,270.9,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,cloudy,Overcast,2019-10-08 23:32:40,2.7
147,147,1,2019-10-06 21:30:00,2019-10-07 03:00:00,0.9,23.54,23,1,16.53,337,2.28,,4.21,,1011.71,,0,,,,271.1,,0.01,0.02,rain,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,cloudy,Overcast,2019-10-08 23:32:40,1.82
148,148,1,2019-10-06 22:30:00,2019-10-07 04:00:00,0.9,22.69,23,1,16.57,331,2.51,,5.59,,1011.71,,0,,,,271.7,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,cloudy,Overcast,2019-10-08 23:32:40,2.5
149,149,1,2019-10-06 23:30:00,2019-10-07 05:00:00,0.9,22.41,22,1,16.73,331,2.41,,5.29,,1012.23,,0,,,,272.1,,0.03,0.03,rain,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,cloudy,Overcast,2019-10-08 23:32:40,1.83
150,150,1,2019-10-07 00:30:00,2019-10-07 06:00:00,0.92,23.22,23,1,17.14,343,2.21,,4.58,,1013.13,,0,,,,272.4,,0.05,0.04,rain,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,cloudy,Overcast,2019-10-08 23:32:40,1.94
151,151,1,2019-10-07 01:30:00,2019-10-07 07:00:00,0.96,23.82,24,1,17.57,341,2.87,,5.88,,1013.99,,0,,,,273.0,,0.03,0.03,rain,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,cloudy,Overcast,2019-10-08 23:32:40,2.95
152,152,1,2019-10-07 02:30:00,2019-10-07 08:00:00,1.0,24.05,24,1,17.86,329,3.66,,6.88,,1014.86,,1,,,,273.6,,0.01,0.02,rain,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,cloudy,Overcast,2019-10-08 23:32:40,14.98
153,153,1,2019-10-07 03:30:00,2019-10-07 09:00:00,0.97,25.34,25,1,18.12,325,3.68,,6.76,,1015.13,,2,,,,274.2,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,cloudy,Overcast,2019-10-08 23:32:40,26.85
154,154,1,2019-10-07 04:30:00,2019-10-07 10:00:00,0.87,28.08,27,1,18.2,328,2.97,,5.57,,1014.9,,4,,,,274.6,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,partly-cloudy-day,Mostly Cloudy,2019-10-08 23:32:40,38.26
155,155,1,2019-10-07 05:30:00,2019-10-07 11:00:00,0.72,29.85,29,1,18.11,331,2.12,,3.93,,1014.78,,5,,,,276.3,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,partly-cloudy-day,Mostly Cloudy,2019-10-08 23:32:40,41.3
156,156,1,2019-10-07 06:30:00,2019-10-07 12:00:00,0.64,31.36,30,0,18.12,331,1.83,,2.99,,1014.44,,6,,,,277.9,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,partly-cloudy-day,Mostly Cloudy,2019-10-08 23:32:40,42.62
157,157,1,2019-10-07 07:30:00,2019-10-07 13:00:00,0.66,32.83,32,0,18.05,326,2.2,,3.04,,1013.43,,6,,,,278.2,,0.07,0.01,rain,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,partly-cloudy-day,Mostly Cloudy,2019-10-08 23:32:40,40.66
158,158,1,2019-10-07 08:30:00,2019-10-07 14:00:00,0.67,33.29,32,0,17.77,328,2.65,,3.29,,1012.33,,5,,,,278.4,,0.17,0.02,rain,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,partly-cloudy-day,Mostly Cloudy,2019-10-08 23:32:40,34.55
159,159,1,2019-10-07 09:30:00,2019-10-07 15:00:00,0.63,32.72,32,0,17.27,355,2.88,,3.5,,1011.69,,3,,,,278.7,,0.17,0.02,rain,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,partly-cloudy-day,Mostly Cloudy,2019-10-08 23:32:40,22.03
160,160,1,2019-10-07 10:30:00,2019-10-07 16:00:00,0.52,32.08,32,0,16.63,327,2.9,,3.73,,1011.51,,2,,,,279.2,,0.07,0.01,rain,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,partly-cloudy-day,Mostly Cloudy,2019-10-08 23:32:40,15.98
161,161,1,2019-10-07 11:30:00,2019-10-07 17:00:00,0.4,30.89,31,0,16.33,278,2.83,,3.98,,1011.24,,0,,,,279.6,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,partly-cloudy-day,Partly Cloudy,2019-10-08 23:32:40,1.01
162,162,1,2019-10-07 12:30:00,2019-10-07 18:00:00,0.28,30.49,30,0,16.41,311,2.83,,3.64,,1011.1,,0,,,,278.7,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,partly-cloudy-day,Partly Cloudy,2019-10-08 23:32:40,0.46
163,163,1,2019-10-07 13:30:00,2019-10-07 19:00:00,0.15,29.92,30,0,16.32,322,2.63,,3.12,,1011.64,,0,,,,277.4,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,partly-cloudy-night,Partly Cloudy,2019-10-08 23:32:40,0.0
164,164,1,2019-10-07 14:30:00,2019-10-07 20:00:00,0.04,28.5,28,0,16.03,309,2.23,,3.0,,1011.99,,0,,,,276.6,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,clear-night,Clear,2019-10-08 23:32:40,0.0
165,165,1,2019-10-07 15:30:00,2019-10-07 21:00:00,0.0,27.57,27,1,15.83,305,2.09,,2.87,,1012.21,,0,,,,276.0,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,clear-night,Clear,2019-10-08 23:32:40,0.14
166,166,1,2019-10-07 16:30:00,2019-10-07 22:00:00,0.0,26.4,26,1,15.7,307,2.17,,2.7,,1012.25,,0,,,,275.5,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,clear-night,Clear,2019-10-08 23:32:40,0.08
167,167,1,2019-10-07 17:30:00,2019-10-07 23:00:00,0.0,25.72,26,1,15.6,311,2.26,,2.53,,1012.02,,0,,,,275.1,,0.0,0.0,,16.09,2019-10-07 00:55:01,2019-10-07 12:38:39,clear-night,Clear,2019-10-08 23:32:40,0.04
168,168,1,2019-10-07 18:30:00,2019-10-08 00:00:00,0.0,25.09,25,1,15.19,316,2.47,,3.05,,1011.96,,0,,,,275.5,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-night,Clear,2019-10-09 23:32:45,0.02
169,169,1,2019-10-07 19:30:00,2019-10-08 01:00:00,0.0,24.43,24,1,14.88,321,2.58,,3.61,,1011.84,,0,,,,276.2,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-night,Clear,2019-10-09 23:32:45,0.0
170,170,1,2019-10-07 20:30:00,2019-10-08 02:00:00,0.0,23.79,24,1,14.72,327,2.42,,3.54,,1011.33,,0,,,,276.4,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-night,Clear,2019-10-09 23:32:45,0.0
171,171,1,2019-10-07 21:30:00,2019-10-08 03:00:00,0.0,22.68,23,1,14.47,330,2.2,,3.43,,1011.19,,0,,,,276.8,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-night,Clear,2019-10-09 23:32:45,0.0
172,172,1,2019-10-07 22:30:00,2019-10-08 04:00:00,0.0,21.29,21,1,14.24,311,1.91,,3.23,,1011.03,,0,,,,277.3,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-night,Clear,2019-10-09 23:32:45,0.0
173,173,1,2019-10-07 23:30:00,2019-10-08 05:00:00,0.0,21.02,21,1,13.99,299,1.68,,3.02,,1010.81,,0,,,,277.6,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-night,Clear,2019-10-09 23:32:45,0.0
174,174,1,2019-10-08 00:30:00,2019-10-08 06:00:00,0.0,21.78,22,1,15.1,312,1.35,,2.64,,1011.47,,0,,,,277.0,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-night,Clear,2019-10-09 23:32:45,0.0
175,175,1,2019-10-08 01:30:00,2019-10-08 07:00:00,0.0,22.53,22,1,16.55,294,1.35,,2.58,,1012.55,,0,,,,275.9,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,8.79
176,176,1,2019-10-08 02:30:00,2019-10-08 08:00:00,0.0,23.61,23,1,17.03,276,1.85,,3.02,,1013.21,,1,,,,275.1,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,17.53
177,177,1,2019-10-08 03:30:00,2019-10-08 09:00:00,0.0,25.59,25,1,17.27,221,2.3,,3.39,,1013.52,,3,,,,274.7,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,30.51
178,178,1,2019-10-08 04:30:00,2019-10-08 10:00:00,0.0,28.42,28,1,17.18,65,2.78,,3.75,,1013.31,,5,,,,274.6,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,35.44
179,179,1,2019-10-08 05:30:00,2019-10-08 11:00:00,0.0,30.27,30,0,16.65,345,3.16,,3.89,,1013.0,,7,,,,275.4,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,46.58
180,180,1,2019-10-08 06:30:00,2019-10-08 12:00:00,0.0,31.58,32,0,16.19,303,3.33,,3.85,,1012.45,,8,,,,276.4,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,48.33
181,181,1,2019-10-08 07:30:00,2019-10-08 13:00:00,0.0,32.48,32,0,15.59,304,3.35,,3.84,,1011.3,,8,,,,276.6,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,47.67
182,182,1,2019-10-08 08:30:00,2019-10-08 14:00:00,0.0,33.23,33,0,14.78,314,3.3,,3.74,,1010.15,,6,,,,276.8,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,40.83
183,183,1,2019-10-08 09:30:00,2019-10-08 15:00:00,0.0,33.78,34,0,13.91,320,3.27,,3.68,,1009.41,,4,,,,277.1,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,30.62
184,184,1,2019-10-08 10:30:00,2019-10-08 16:00:00,0.0,33.77,34,0,13.32,323,3.29,,3.65,,1009.25,,2,,,,277.6,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,17.19
185,185,1,2019-10-08 11:30:00,2019-10-08 17:00:00,0.0,33.07,33,0,13.28,328,3.22,,3.52,,1009.43,,0,,,,278.1,,0.0,0.0,,16.09,2019-10-08 00:55:34,2019-10-08 12:37:31,clear-day,Clear,2019-10-09 23:32:45,2.04
