,datetime,ghi,gti,power
10410,2018-01-17 10:30:00,,,11.29
10411,2018-01-17 10:45:00,,,11.98
10412,2018-01-17 11:00:00,,,12.62
10413,2018-01-17 11:15:00,,,13.27
10414,2018-01-17 11:30:00,,,13.6
10415,2018-01-17 11:45:00,,,13.83
10416,2018-01-17 12:00:00,,,13.72
10417,2018-01-17 12:15:00,,,13.87
10418,2018-01-17 12:30:00,,,13.88
10419,2018-01-17 12:45:00,,,14.0
10420,2018-01-17 13:00:00,,,13.94
10421,2018-01-17 13:15:00,,,13.72
10422,2018-01-17 13:30:00,,,13.35
10423,2018-01-17 13:45:00,,,13.01
10424,2018-01-17 14:00:00,,,12.48
10425,2018-01-17 14:15:00,,,12.38
10426,2018-01-17 14:30:00,,,11.76
10427,2018-01-17 14:45:00,,,11.02
10428,2018-01-17 15:00:00,,,9.97
10429,2018-01-17 15:15:00,,,8.59
10430,2018-01-17 15:30:00,,,7.65
10431,2018-01-17 15:45:00,,,6.45
10432,2018-01-17 16:00:00,,,5.84
10433,2018-01-17 16:15:00,,,4.45
10434,2018-01-17 16:30:00,,,3.24
10435,2018-01-17 16:45:00,,,2.13
10436,2018-01-17 17:00:00,,,1.27
10437,2018-01-17 17:15:00,,,0.64
10438,2018-01-17 17:30:00,,,0.13
10439,2018-01-17 17:45:00,,,0.0
10440,2018-01-17 18:00:00,0.0,0.0,0.0
10441,2018-01-17 18:15:00,0.0,0.0,0.0
10442,2018-01-17 18:30:00,0.0,0.0,0.0
10443,2018-01-17 18:45:00,0.0,0.0,0.0
10444,2018-01-17 19:00:00,0.0,0.0,0.0
10445,2018-01-17 19:15:00,0.0,0.0,0.0
10446,2018-01-17 19:30:00,0.0,0.0,0.0
10447,2018-01-17 19:45:00,0.0,0.0,0.0
10448,2018-01-17 20:00:00,0.0,0.0,0.0
10449,2018-01-17 20:15:00,0.0,0.0,0.0
10450,2018-01-17 20:30:00,0.0,0.0,0.0
10451,2018-01-17 20:45:00,0.0,0.0,0.0
10452,2018-01-17 21:00:00,0.0,0.0,0.0
10453,2018-01-17 21:15:00,0.0,0.0,0.0
10454,2018-01-17 21:30:00,0.0,0.0,0.0
10455,2018-01-17 21:45:00,0.0,0.0,0.0
10456,2018-01-17 22:00:00,0.0,0.0,0.0
10457,2018-01-17 22:15:00,0.0,0.0,0.0
10458,2018-01-17 22:30:00,0.0,0.0,0.0
10459,2018-01-17 22:45:00,0.0,0.0,0.0
10460,2018-01-17 23:00:00,0.0,0.0,0.0
10461,2018-01-17 23:15:00,0.0,0.0,0.0
10462,2018-01-17 23:30:00,0.0,0.0,0.0
10463,2018-01-17 23:45:00,0.0,0.0,0.0
10464,2018-01-18 00:00:00,0.0,0.0,0.0
10465,2018-01-18 00:15:00,0.0,0.0,0.0
10466,2018-01-18 00:30:00,0.0,0.0,0.0
10467,2018-01-18 00:45:00,0.0,0.0,0.0
10468,2018-01-18 01:00:00,0.0,0.0,0.0
10469,2018-01-18 01:15:00,0.0,0.0,0.0
10470,2018-01-18 01:30:00,0.0,0.0,0.0
10471,2018-01-18 01:45:00,0.0,0.0,0.0
10472,2018-01-18 02:00:00,0.0,0.0,0.0
10473,2018-01-18 02:15:00,0.0,0.0,0.0
10474,2018-01-18 02:30:00,0.0,0.0,0.0
10475,2018-01-18 02:45:00,0.0,0.0,0.0
10476,2018-01-18 03:00:00,0.0,0.0,0.0
10477,2018-01-18 03:15:00,0.0,0.0,0.0
10478,2018-01-18 03:30:00,0.0,0.0,0.0
10479,2018-01-18 03:45:00,0.0,0.0,0.0
10480,2018-01-18 04:00:00,0.0,0.0,0.0
10481,2018-01-18 04:15:00,0.0,0.0,0.0
10482,2018-01-18 04:30:00,0.0,0.0,0.0
10483,2018-01-18 04:45:00,0.0,0.0,0.0
10484,2018-01-18 05:00:00,0.0,0.0,0.0
10485,2018-01-18 05:15:00,0.0,0.0,0.0
10486,2018-01-18 05:30:00,0.0,0.0,0.0
10487,2018-01-18 05:45:00,0.0,0.0,0.0
10488,2018-01-18 06:00:00,,,0.0
10489,2018-01-18 06:15:00,,,0.0
10490,2018-01-18 06:30:00,,,0.0
10491,2018-01-18 06:45:00,,,0.0
10492,2018-01-18 07:00:00,,,0.0
10493,2018-01-18 07:15:00,,,0.0
10494,2018-01-18 07:30:00,,,0.1
10495,2018-01-18 07:45:00,,,0.36
10496,2018-01-18 08:00:00,,,0.72
10497,2018-01-18 08:15:00,,,0.0
10498,2018-01-18 08:30:00,,,1.68
10499,2018-01-18 08:45:00,,,2.37
10500,2018-01-18 09:00:00,,,3.07
10501,2018-01-18 09:15:00,,,2.7
10502,2018-01-18 09:30:00,,,2.52
10503,2018-01-18 09:45:00,,,3.86
10504,2018-01-18 10:00:00,,,7.93
10505,2018-01-18 10:15:00,,,10.25
10506,2018-01-18 10:30:00,,,11.09
10507,2018-01-18 10:45:00,,,11.67
10508,2018-01-18 11:00:00,,,12.13
10509,2018-01-18 11:15:00,,,12.86
10510,2018-01-18 11:30:00,,,13.35
10511,2018-01-18 11:45:00,,,13.53
10512,2018-01-18 12:00:00,,,13.64
10513,2018-01-18 12:15:00,,,13.46
10514,2018-01-18 12:30:00,,,13.47
10515,2018-01-18 12:45:00,,,13.58
10516,2018-01-18 13:00:00,,,13.49
10517,2018-01-18 13:15:00,,,13.16
10518,2018-01-18 13:30:00,,,12.9
10519,2018-01-18 13:45:00,,,12.37
10520,2018-01-18 14:00:00,,,5.46
10521,2018-01-18 14:15:00,,,0.0
10522,2018-01-18 14:30:00,,,0.0
10523,2018-01-18 14:45:00,,,6.34
10524,2018-01-18 15:00:00,,,4.24
10525,2018-01-18 15:15:00,,,0.0
10526,2018-01-18 15:30:00,,,0.0
10527,2018-01-18 15:45:00,,,0.0
10528,2018-01-18 16:00:00,,,0.0
10529,2018-01-18 16:15:00,,,0.0
10530,2018-01-18 16:30:00,,,0.0
10531,2018-01-18 16:45:00,,,0.0
10532,2018-01-18 17:00:00,,,0.0
10533,2018-01-18 17:15:00,,,0.0
10534,2018-01-18 17:30:00,,,0.0
10535,2018-01-18 17:45:00,,,0.0
10536,2018-01-18 18:00:00,0.0,0.0,0.0
10537,2018-01-18 18:15:00,0.0,0.0,0.0
10538,2018-01-18 18:30:00,0.0,0.0,0.0
10539,2018-01-18 18:45:00,0.0,0.0,0.0
10540,2018-01-18 19:00:00,0.0,0.0,0.0
10541,2018-01-18 19:15:00,0.0,0.0,0.0
10542,2018-01-18 19:30:00,0.0,0.0,0.0
10543,2018-01-18 19:45:00,0.0,0.0,0.0
10544,2018-01-18 20:00:00,0.0,0.0,0.0
10545,2018-01-18 20:15:00,0.0,0.0,0.0
10546,2018-01-18 20:30:00,0.0,0.0,0.0
10547,2018-01-18 20:45:00,0.0,0.0,0.0
10548,2018-01-18 21:00:00,0.0,0.0,0.0
10549,2018-01-18 21:15:00,0.0,0.0,0.0
10550,2018-01-18 21:30:00,0.0,0.0,0.0
10551,2018-01-18 21:45:00,0.0,0.0,0.0
10552,2018-01-18 22:00:00,0.0,0.0,0.0
10553,2018-01-18 22:15:00,0.0,0.0,0.0
10554,2018-01-18 22:30:00,0.0,0.0,0.0
10555,2018-01-18 22:45:00,0.0,0.0,0.0
10556,2018-01-18 23:00:00,0.0,0.0,0.0
10557,2018-01-18 23:15:00,0.0,0.0,0.0
10558,2018-01-18 23:30:00,0.0,0.0,0.0
10559,2018-01-18 23:45:00,0.0,0.0,0.0
10560,2018-01-19 00:00:00,0.0,0.0,0.0
10561,2018-01-19 00:15:00,0.0,0.0,0.0
10562,2018-01-19 00:30:00,0.0,0.0,0.0
10563,2018-01-19 00:45:00,0.0,0.0,0.0
10564,2018-01-19 01:00:00,0.0,0.0,0.0
10565,2018-01-19 01:15:00,0.0,0.0,0.0
10566,2018-01-19 01:30:00,0.0,0.0,0.0
10567,2018-01-19 01:45:00,0.0,0.0,0.0
10568,2018-01-19 02:00:00,0.0,0.0,0.0
10569,2018-01-19 02:15:00,0.0,0.0,0.0
10570,2018-01-19 02:30:00,0.0,0.0,0.0
10571,2018-01-19 02:45:00,0.0,0.0,0.0
10572,2018-01-19 03:00:00,0.0,0.0,0.0
10573,2018-01-19 03:15:00,0.0,0.0,0.0
10574,2018-01-19 03:30:00,0.0,0.0,0.0
10575,2018-01-19 03:45:00,0.0,0.0,0.0
10576,2018-01-19 04:00:00,0.0,0.0,0.0
10577,2018-01-19 04:15:00,0.0,0.0,0.0
10578,2018-01-19 04:30:00,0.0,0.0,0.0
10579,2018-01-19 04:45:00,0.0,0.0,0.0
10580,2018-01-19 05:00:00,0.0,0.0,0.0
10581,2018-01-19 05:15:00,0.0,0.0,0.0
10582,2018-01-19 05:30:00,0.0,0.0,0.0
10583,2018-01-19 05:45:00,0.0,0.0,0.0
10584,2018-01-19 06:00:00,,,0.0
10585,2018-01-19 06:15:00,,,0.0
10586,2018-01-19 06:30:00,,,0.0
10587,2018-01-19 06:45:00,,,0.0
10588,2018-01-19 07:00:00,,,0.0
10589,2018-01-19 07:15:00,,,0.0
10590,2018-01-19 07:30:00,,,0.01
10591,2018-01-19 07:45:00,,,0.1
10592,2018-01-19 08:00:00,,,0.24
10593,2018-01-19 08:15:00,,,0.0
10594,2018-01-19 08:30:00,,,0.68
10595,2018-01-19 08:45:00,,,0.96
10596,2018-01-19 09:00:00,,,1.23
10597,2018-01-19 09:15:00,,,1.43
10598,2018-01-19 09:30:00,,,1.66
10599,2018-01-19 09:45:00,,,1.94
10600,2018-01-19 10:00:00,,,2.37
10601,2018-01-19 10:15:00,,,2.66
10602,2018-01-19 10:30:00,,,3.12
10603,2018-01-19 10:45:00,,,3.88
10604,2018-01-19 11:00:00,,,4.83
10605,2018-01-19 11:15:00,,,6.69
10606,2018-01-19 11:30:00,,,10.32
10607,2018-01-19 11:45:00,,,11.2
10608,2018-01-19 12:00:00,,,11.59
10609,2018-01-19 12:15:00,,,11.66
10610,2018-01-19 12:30:00,,,11.66
10611,2018-01-19 12:45:00,,,11.87
10612,2018-01-19 13:00:00,,,11.66
10613,2018-01-19 13:15:00,,,11.63
10614,2018-01-19 13:30:00,,,11.64
10615,2018-01-19 13:45:00,,,10.8
10616,2018-01-19 14:00:00,,,9.74
10617,2018-01-19 14:15:00,,,2.46
10618,2018-01-19 14:30:00,,,3.9
10619,2018-01-19 14:45:00,,,8.11
10620,2018-01-19 15:00:00,,,7.26
10621,2018-01-19 15:15:00,,,5.76
10622,2018-01-19 15:30:00,,,5.11
10623,2018-01-19 15:45:00,,,4.32
10624,2018-01-19 16:00:00,,,3.43
10625,2018-01-19 16:15:00,,,2.59
10626,2018-01-19 16:30:00,,,1.84
10627,2018-01-19 16:45:00,,,1.09
10628,2018-01-19 17:00:00,,,0.48
10629,2018-01-19 17:15:00,,,0.13
10630,2018-01-19 17:30:00,,,0.0
10631,2018-01-19 17:45:00,,,0.0
10632,2018-01-19 18:00:00,0.0,0.0,0.0
10633,2018-01-19 18:15:00,0.0,0.0,0.0
10634,2018-01-19 18:30:00,0.0,0.0,0.0
10635,2018-01-19 18:45:00,0.0,0.0,0.0
10636,2018-01-19 19:00:00,0.0,0.0,0.0
10637,2018-01-19 19:15:00,0.0,0.0,0.0
10638,2018-01-19 19:30:00,0.0,0.0,0.0
10639,2018-01-19 19:45:00,0.0,0.0,0.0
10640,2018-01-19 20:00:00,0.0,0.0,0.0
10641,2018-01-19 20:15:00,0.0,0.0,0.0
10642,2018-01-19 20:30:00,0.0,0.0,0.0
10643,2018-01-19 20:45:00,0.0,0.0,0.0
10644,2018-01-19 21:00:00,0.0,0.0,0.0
10645,2018-01-19 21:15:00,0.0,0.0,0.0
10646,2018-01-19 21:30:00,0.0,0.0,0.0
10647,2018-01-19 21:45:00,0.0,0.0,0.0
10648,2018-01-19 22:00:00,0.0,0.0,0.0
10649,2018-01-19 22:15:00,0.0,0.0,0.0
10650,2018-01-19 22:30:00,0.0,0.0,0.0
10651,2018-01-19 22:45:00,0.0,0.0,0.0
10652,2018-01-19 23:00:00,0.0,0.0,0.0
10653,2018-01-19 23:15:00,0.0,0.0,0.0
10654,2018-01-19 23:30:00,0.0,0.0,0.0
10655,2018-01-19 23:45:00,0.0,0.0,0.0
10656,2018-01-20 00:00:00,0.0,0.0,0.0
10657,2018-01-20 00:15:00,0.0,0.0,0.0
10658,2018-01-20 00:30:00,0.0,0.0,0.0
10659,2018-01-20 00:45:00,0.0,0.0,0.0
10660,2018-01-20 01:00:00,0.0,0.0,0.0
10661,2018-01-20 01:15:00,0.0,0.0,0.0
10662,2018-01-20 01:30:00,0.0,0.0,0.0
10663,2018-01-20 01:45:00,0.0,0.0,0.0
10664,2018-01-20 02:00:00,0.0,0.0,0.0
10665,2018-01-20 02:15:00,0.0,0.0,0.0
10666,2018-01-20 02:30:00,0.0,0.0,0.0
10667,2018-01-20 02:45:00,0.0,0.0,0.0
10668,2018-01-20 03:00:00,0.0,0.0,0.0
10669,2018-01-20 03:15:00,0.0,0.0,0.0
10670,2018-01-20 03:30:00,0.0,0.0,0.0
10671,2018-01-20 03:45:00,0.0,0.0,0.0
10672,2018-01-20 04:00:00,0.0,0.0,0.0
10673,2018-01-20 04:15:00,0.0,0.0,0.0
10674,2018-01-20 04:30:00,0.0,0.0,0.0
10675,2018-01-20 04:45:00,0.0,0.0,0.0
10676,2018-01-20 05:00:00,0.0,0.0,0.0
10677,2018-01-20 05:15:00,0.0,0.0,0.0
10678,2018-01-20 05:30:00,0.0,0.0,0.0
10679,2018-01-20 05:45:00,0.0,0.0,0.0
10680,2018-01-20 06:00:00,,,0.0
10681,2018-01-20 06:15:00,,,0.0
10682,2018-01-20 06:30:00,,,0.0
10683,2018-01-20 06:45:00,,,0.0
10684,2018-01-20 07:00:00,,,0.0
10685,2018-01-20 07:15:00,,,0.0
10686,2018-01-20 07:30:00,,,0.15
10687,2018-01-20 07:45:00,,,0.69
10688,2018-01-20 08:00:00,,,1.47
10689,2018-01-20 08:15:00,,,0.0
10690,2018-01-20 08:30:00,,,3.69
10691,2018-01-20 08:45:00,,,5.1
10692,2018-01-20 09:00:00,,,6.55
10693,2018-01-20 09:15:00,,,7.96
10694,2018-01-20 09:30:00,,,9.19
10695,2018-01-20 09:45:00,,,10.2
10696,2018-01-20 10:00:00,,,11.23
10697,2018-01-20 10:15:00,,,12.15
10698,2018-01-20 10:30:00,,,12.85
10699,2018-01-20 10:45:00,,,13.49
10700,2018-01-20 11:00:00,,,14.04
10701,2018-01-20 11:15:00,,,14.47
10702,2018-01-20 11:30:00,,,14.78
10703,2018-01-20 11:45:00,,,15.06
10704,2018-01-20 12:00:00,,,15.3
10705,2018-01-20 12:15:00,,,15.49
10706,2018-01-20 12:30:00,,,15.36
10707,2018-01-20 12:45:00,,,15.4
10708,2018-01-20 13:00:00,,,15.36
10709,2018-01-20 13:15:00,,,15.36
10710,2018-01-20 13:30:00,,,15.01
10711,2018-01-20 13:45:00,,,14.6
10712,2018-01-20 14:00:00,,,11.53
10713,2018-01-20 14:15:00,,,0.0
10714,2018-01-20 14:30:00,,,0.0
10715,2018-01-20 14:45:00,,,0.0
10716,2018-01-20 15:00:00,,,0.0
10717,2018-01-20 15:15:00,,,0.0
10718,2018-01-20 15:30:00,,,0.0
10719,2018-01-20 15:45:00,,,0.0
10720,2018-01-20 16:00:00,,,0.0
10721,2018-01-20 16:15:00,,,0.0
10722,2018-01-20 16:30:00,,,0.0
10723,2018-01-20 16:45:00,,,0.0
10724,2018-01-20 17:00:00,,,0.0
10725,2018-01-20 17:15:00,,,0.0
10726,2018-01-20 17:30:00,,,0.0
10727,2018-01-20 17:45:00,,,0.0
10728,2018-01-20 18:00:00,0.0,0.0,0.0
10729,2018-01-20 18:15:00,0.0,0.0,0.0
10730,2018-01-20 18:30:00,0.0,0.0,0.0
10731,2018-01-20 18:45:00,0.0,0.0,0.0
10732,2018-01-20 19:00:00,0.0,0.0,0.0
10733,2018-01-20 19:15:00,0.0,0.0,0.0
10734,2018-01-20 19:30:00,0.0,0.0,0.0
10735,2018-01-20 19:45:00,0.0,0.0,0.0
10736,2018-01-20 20:00:00,0.0,0.0,0.0
10737,2018-01-20 20:15:00,0.0,0.0,0.0
10738,2018-01-20 20:30:00,0.0,0.0,0.0
10739,2018-01-20 20:45:00,0.0,0.0,0.0
10740,2018-01-20 21:00:00,0.0,0.0,0.0
10741,2018-01-20 21:15:00,0.0,0.0,0.0
10742,2018-01-20 21:30:00,0.0,0.0,0.0
10743,2018-01-20 21:45:00,0.0,0.0,0.0
10744,2018-01-20 22:00:00,0.0,0.0,0.0
10745,2018-01-20 22:15:00,0.0,0.0,0.0
10746,2018-01-20 22:30:00,0.0,0.0,0.0
10747,2018-01-20 22:45:00,0.0,0.0,0.0
10748,2018-01-20 23:00:00,0.0,0.0,0.0
10749,2018-01-20 23:15:00,0.0,0.0,0.0
10750,2018-01-20 23:30:00,0.0,0.0,0.0
10751,2018-01-20 23:45:00,0.0,0.0,0.0
10752,2018-01-21 00:00:00,0.0,0.0,0.0
10753,2018-01-21 00:15:00,0.0,0.0,0.0
10754,2018-01-21 00:30:00,0.0,0.0,0.0
10755,2018-01-21 00:45:00,0.0,0.0,0.0
10756,2018-01-21 01:00:00,0.0,0.0,0.0
10757,2018-01-21 01:15:00,0.0,0.0,0.0
10758,2018-01-21 01:30:00,0.0,0.0,0.0
10759,2018-01-21 01:45:00,0.0,0.0,0.0
10760,2018-01-21 02:00:00,0.0,0.0,0.0
10761,2018-01-21 02:15:00,0.0,0.0,0.0
10762,2018-01-21 02:30:00,0.0,0.0,0.0
10763,2018-01-21 02:45:00,0.0,0.0,0.0
10764,2018-01-21 03:00:00,0.0,0.0,0.0
10765,2018-01-21 03:15:00,0.0,0.0,0.0
10766,2018-01-21 03:30:00,0.0,0.0,0.0
10767,2018-01-21 03:45:00,0.0,0.0,0.0
10768,2018-01-21 04:00:00,0.0,0.0,0.0
10769,2018-01-21 04:15:00,0.0,0.0,0.0
10770,2018-01-21 04:30:00,0.0,0.0,0.0
10771,2018-01-21 04:45:00,0.0,0.0,0.0
10772,2018-01-21 05:00:00,0.0,0.0,0.0
10773,2018-01-21 05:15:00,0.0,0.0,0.0
10774,2018-01-21 05:30:00,0.0,0.0,0.0
10775,2018-01-21 05:45:00,0.0,0.0,0.0
10776,2018-01-21 06:00:00,,,0.0
10777,2018-01-21 06:15:00,,,0.0
10778,2018-01-21 06:30:00,,,0.0
10779,2018-01-21 06:45:00,,,0.0
10780,2018-01-21 07:00:00,,,0.0
10781,2018-01-21 07:15:00,,,0.0
10782,2018-01-21 07:30:00,,,0.14
10783,2018-01-21 07:45:00,,,0.79
10784,2018-01-21 08:00:00,,,1.71
10785,2018-01-21 08:15:00,,,0.0
10786,2018-01-21 08:30:00,,,4.22
10787,2018-01-21 08:45:00,,,5.66
10788,2018-01-21 09:00:00,,,7.15
10789,2018-01-21 09:15:00,,,8.43
10790,2018-01-21 09:30:00,,,9.51
10791,2018-01-21 09:45:00,,,10.54
10792,2018-01-21 10:00:00,,,11.41
10793,2018-01-21 10:15:00,,,12.19
10794,2018-01-21 10:30:00,,,12.9
10795,2018-01-21 10:45:00,,,13.58
10796,2018-01-21 11:00:00,,,14.09
10797,2018-01-21 11:15:00,,,14.49
10798,2018-01-21 11:30:00,,,14.81
10799,2018-01-21 11:45:00,,,15.06
10800,2018-01-21 12:00:00,,,3.05
10801,2018-01-21 12:15:00,,,0.0
10802,2018-01-21 12:30:00,,,0.0
10803,2018-01-21 12:45:00,,,0.0
10804,2018-01-21 13:00:00,,,0.0
10805,2018-01-21 13:15:00,,,0.0
10806,2018-01-21 13:30:00,,,0.0
10807,2018-01-21 13:45:00,,,0.0
10808,2018-01-21 14:00:00,,,0.0
10809,2018-01-21 14:15:00,,,0.0
10810,2018-01-21 14:30:00,,,0.0
10811,2018-01-21 14:45:00,,,0.0
10812,2018-01-21 15:00:00,,,0.0
10813,2018-01-21 15:15:00,,,0.0
10814,2018-01-21 15:30:00,,,0.0
10815,2018-01-21 15:45:00,,,0.0
10816,2018-01-21 16:00:00,,,0.0
10817,2018-01-21 16:15:00,,,0.0
10818,2018-01-21 16:30:00,,,0.0
10819,2018-01-21 16:45:00,,,0.0
10820,2018-01-21 17:00:00,,,0.0
10821,2018-01-21 17:15:00,,,0.0
10822,2018-01-21 17:30:00,,,0.09
10823,2018-01-21 17:45:00,,,0.04
10824,2018-01-21 18:00:00,0.0,0.0,0.0
10825,2018-01-21 18:15:00,0.0,0.0,0.0
10826,2018-01-21 18:30:00,0.0,0.0,0.0
10827,2018-01-21 18:45:00,0.0,0.0,0.0
10828,2018-01-21 19:00:00,0.0,0.0,0.0
10829,2018-01-21 19:15:00,0.0,0.0,0.0
10830,2018-01-21 19:30:00,0.0,0.0,0.0
10831,2018-01-21 19:45:00,0.0,0.0,0.0
10832,2018-01-21 20:00:00,0.0,0.0,0.0
10833,2018-01-21 20:15:00,0.0,0.0,0.0
10834,2018-01-21 20:30:00,0.0,0.0,0.0
10835,2018-01-21 20:45:00,0.0,0.0,0.0
10836,2018-01-21 21:00:00,0.0,0.0,0.0
10837,2018-01-21 21:15:00,0.0,0.0,0.0
10838,2018-01-21 21:30:00,0.0,0.0,0.0
10839,2018-01-21 21:45:00,0.0,0.0,0.0
10840,2018-01-21 22:00:00,0.0,0.0,0.0
10841,2018-01-21 22:15:00,0.0,0.0,0.0
10842,2018-01-21 22:30:00,0.0,0.0,0.0
10843,2018-01-21 22:45:00,0.0,0.0,0.0
10844,2018-01-21 23:00:00,0.0,0.0,0.0
10845,2018-01-21 23:15:00,0.0,0.0,0.0
10846,2018-01-21 23:30:00,0.0,0.0,0.0
10847,2018-01-21 23:45:00,0.0,0.0,0.0
10848,2018-01-22 00:00:00,0.0,0.0,0.0
10849,2018-01-22 00:15:00,0.0,0.0,0.0
10850,2018-01-22 00:30:00,0.0,0.0,0.0
10851,2018-01-22 00:45:00,0.0,0.0,0.0
10852,2018-01-22 01:00:00,0.0,0.0,0.0
10853,2018-01-22 01:15:00,0.0,0.0,0.0
10854,2018-01-22 01:30:00,0.0,0.0,0.0
10855,2018-01-22 01:45:00,0.0,0.0,0.0
10856,2018-01-22 02:00:00,0.0,0.0,0.0
10857,2018-01-22 02:15:00,0.0,0.0,0.0
10858,2018-01-22 02:30:00,0.0,0.0,0.0
10859,2018-01-22 02:45:00,0.0,0.0,0.0
10860,2018-01-22 03:00:00,0.0,0.0,0.0
10861,2018-01-22 03:15:00,0.0,0.0,0.0
10862,2018-01-22 03:30:00,0.0,0.0,0.0
10863,2018-01-22 03:45:00,0.0,0.0,0.0
10864,2018-01-22 04:00:00,0.0,0.0,0.0
10865,2018-01-22 04:15:00,0.0,0.0,0.0
10866,2018-01-22 04:30:00,0.0,0.0,0.0
10867,2018-01-22 04:45:00,0.0,0.0,0.0
10868,2018-01-22 05:00:00,0.0,0.0,0.0
10869,2018-01-22 05:15:00,0.0,0.0,0.0
10870,2018-01-22 05:30:00,0.0,0.0,0.0
10871,2018-01-22 05:45:00,0.0,0.0,0.0
10872,2018-01-22 06:00:00,,,0.0
10873,2018-01-22 06:15:00,,,0.0
10874,2018-01-22 06:30:00,,,0.0
10875,2018-01-22 06:45:00,,,0.0
10876,2018-01-22 07:00:00,,,0.0
10877,2018-01-22 07:15:00,,,0.0
10878,2018-01-22 07:30:00,,,0.06
10879,2018-01-22 07:45:00,,,0.59
10880,2018-01-22 08:00:00,,,1.22
10881,2018-01-22 08:15:00,,,0.0
10882,2018-01-22 08:30:00,,,3.05
10883,2018-01-22 08:45:00,,,4.22
10884,2018-01-22 09:00:00,,,5.45
10885,2018-01-22 09:15:00,,,6.76
10886,2018-01-22 09:30:00,,,7.83
10887,2018-01-22 09:45:00,,,8.67
10888,2018-01-22 10:00:00,,,9.51
10889,2018-01-22 10:15:00,,,6.02
10890,2018-01-22 10:30:00,,,0.0
10891,2018-01-22 10:45:00,,,0.0
10892,2018-01-22 11:00:00,,,0.0
10893,2018-01-22 11:15:00,,,0.0
10894,2018-01-22 11:30:00,,,0.0
10895,2018-01-22 11:45:00,,,0.0
10896,2018-01-22 12:00:00,,,0.0
10897,2018-01-22 12:15:00,,,0.0
10898,2018-01-22 12:30:00,,,0.0
10899,2018-01-22 12:45:00,,,0.0
10900,2018-01-22 13:00:00,,,0.0
10901,2018-01-22 13:15:00,,,0.0
10902,2018-01-22 13:30:00,,,0.0
10903,2018-01-22 13:45:00,,,0.0
10904,2018-01-22 14:00:00,,,0.0
10905,2018-01-22 14:15:00,,,0.0
10906,2018-01-22 14:30:00,,,0.0
10907,2018-01-22 14:45:00,,,0.0
10908,2018-01-22 15:00:00,,,0.0
10909,2018-01-22 15:15:00,,,0.0
10910,2018-01-22 15:30:00,,,0.0
10911,2018-01-22 15:45:00,,,0.0
10912,2018-01-22 16:00:00,,,0.0
10913,2018-01-22 16:15:00,,,0.0
10914,2018-01-22 16:30:00,,,0.0
10915,2018-01-22 16:45:00,,,0.0
10916,2018-01-22 17:00:00,,,0.06
10917,2018-01-22 17:15:00,,,0.64
10918,2018-01-22 17:30:00,,,0.15
10919,2018-01-22 17:45:00,,,0.03
10920,2018-01-22 18:00:00,0.0,0.0,0.0
10921,2018-01-22 18:15:00,0.0,0.0,0.0
10922,2018-01-22 18:30:00,0.0,0.0,0.0
10923,2018-01-22 18:45:00,0.0,0.0,0.0
10924,2018-01-22 19:00:00,0.0,0.0,0.0
10925,2018-01-22 19:15:00,0.0,0.0,0.0
10926,2018-01-22 19:30:00,0.0,0.0,0.0
10927,2018-01-22 19:45:00,0.0,0.0,0.0
10928,2018-01-22 20:00:00,0.0,0.0,0.0
10929,2018-01-22 20:15:00,0.0,0.0,0.0
10930,2018-01-22 20:30:00,0.0,0.0,0.0
10931,2018-01-22 20:45:00,0.0,0.0,0.0
10932,2018-01-22 21:00:00,0.0,0.0,0.0
10933,2018-01-22 21:15:00,0.0,0.0,0.0
10934,2018-01-22 21:30:00,0.0,0.0,0.0
10935,2018-01-22 21:45:00,0.0,0.0,0.0
10936,2018-01-22 22:00:00,0.0,0.0,0.0
10937,2018-01-22 22:15:00,0.0,0.0,0.0
10938,2018-01-22 22:30:00,0.0,0.0,0.0
10939,2018-01-22 22:45:00,0.0,0.0,0.0
10940,2018-01-22 23:00:00,0.0,0.0,0.0
10941,2018-01-22 23:15:00,0.0,0.0,0.0
10942,2018-01-22 23:30:00,0.0,0.0,0.0
10943,2018-01-22 23:45:00,0.0,0.0,0.0
10944,2018-01-23 00:00:00,0.0,0.0,0.0
10945,2018-01-23 00:15:00,0.0,0.0,0.0
10946,2018-01-23 00:30:00,0.0,0.0,0.0
10947,2018-01-23 00:45:00,0.0,0.0,0.0
10948,2018-01-23 01:00:00,0.0,0.0,0.0
10949,2018-01-23 01:15:00,0.0,0.0,0.0
10950,2018-01-23 01:30:00,0.0,0.0,0.0
10951,2018-01-23 01:45:00,0.0,0.0,0.0
10952,2018-01-23 02:00:00,0.0,0.0,0.0
10953,2018-01-23 02:15:00,0.0,0.0,0.0
10954,2018-01-23 02:30:00,0.0,0.0,0.0
10955,2018-01-23 02:45:00,0.0,0.0,0.0
10956,2018-01-23 03:00:00,0.0,0.0,0.0
10957,2018-01-23 03:15:00,0.0,0.0,0.0
10958,2018-01-23 03:30:00,0.0,0.0,0.0
10959,2018-01-23 03:45:00,0.0,0.0,0.0
10960,2018-01-23 04:00:00,0.0,0.0,0.0
10961,2018-01-23 04:15:00,0.0,0.0,0.0
10962,2018-01-23 04:30:00,0.0,0.0,0.0
10963,2018-01-23 04:45:00,0.0,0.0,0.0
10964,2018-01-23 05:00:00,0.0,0.0,0.0
10965,2018-01-23 05:15:00,0.0,0.0,0.0
10966,2018-01-23 05:30:00,0.0,0.0,0.0
